scenario_id,event_id,track_id,event_type,object_type,observed_at_seconds,confidence,evidence_image
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_963ef17b.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_383d48d7.jpg
S03_DENSE_CROSSING,evt-0001,1,A_TO_B,package,13.280,0.78,evidence/evt-0001_4ed5e537.jpg
S03_DENSE_CROSSING,evt-0002,2,A_TO_B,package,14.000,0.78,evidence/evt-0002_a2e7283b.jpg
S03_DENSE_CROSSING,evt-0003,3,B_TO_A,package,14.520,0.78,evidence/evt-0003_97357ff6.jpg
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_a6a4255e.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_cb63f9ba.jpg
S03_DENSE_CROSSING,evt-0001,1,A_TO_B,package,13.280,0.78,evidence/evt-0001_b3160c0e.jpg
S03_DENSE_CROSSING,evt-0002,2,A_TO_B,package,14.000,0.78,evidence/evt-0002_0b6a04c6.jpg
S03_DENSE_CROSSING,evt-0003,3,B_TO_A,package,14.520,0.78,evidence/evt-0003_772be6c9.jpg
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_7dcfa525.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_e1c97500.jpg
S03_DENSE_CROSSING,evt-0001,1,A_TO_B,package,13.280,0.78,evidence/evt-0001_cc01e80f.jpg
S03_DENSE_CROSSING,evt-0002,2,A_TO_B,package,14.000,0.78,evidence/evt-0002_5e1cf1db.jpg
S03_DENSE_CROSSING,evt-0003,3,B_TO_A,package,14.520,0.78,evidence/evt-0003_80ea877c.jpg
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_54753de2.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_c21e3c06.jpg
S03_DENSE_CROSSING,evt-0001,1,A_TO_B,package,13.280,0.78,evidence/evt-0001_6380cff1.jpg
S03_DENSE_CROSSING,evt-0002,2,A_TO_B,package,14.000,0.78,evidence/evt-0002_dfc11f2a.jpg
S03_DENSE_CROSSING,evt-0003,3,B_TO_A,package,14.520,0.78,evidence/evt-0003_c281e51f.jpg
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_f016fc45.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_94611c83.jpg
S03_DENSE_CROSSING,evt-0001,1,A_TO_B,package,13.280,0.78,evidence/evt-0001_647c801e.jpg
S03_DENSE_CROSSING,evt-0002,2,A_TO_B,package,14.000,0.78,evidence/evt-0002_82887771.jpg
S03_DENSE_CROSSING,evt-0003,3,B_TO_A,package,14.520,0.78,evidence/evt-0003_46f922e3.jpg
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_9bd21a6a.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_e801faef.jpg
S03_DENSE_CROSSING,evt-0001,1,A_TO_B,package,13.280,0.78,evidence/evt-0001_e8c4f69e.jpg
S03_DENSE_CROSSING,evt-0002,2,A_TO_B,package,14.000,0.78,evidence/evt-0002_63ee65cf.jpg
S03_DENSE_CROSSING,evt-0003,3,B_TO_A,package,14.520,0.78,evidence/evt-0003_f67bf140.jpg
S03_DENSE_CROSSING,evt-0004,4,B_TO_A,package,15.360,0.78,evidence/evt-0004_186d863b.jpg
S03_DENSE_CROSSING,evt-0005,6,A_TO_B,package,19.040,0.79,evidence/evt-0005_79f43816.jpg
