scenario_id,event_id,track_id,event_type,object_type,observed_at_seconds,confidence,evidence_image
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_d32e904f.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_199ed54b.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_f184fa47.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_7b7a4686.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_9a835bfe.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_3dadfe23.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_6bb7fdba.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_6ad09b8a.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_73eff092.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_e4fe0bd7.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_de161335.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_363e6185.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_aef93b5c.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_b1f736d0.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_8571bb20.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_e9665386.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_0bf7dcc9.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_5b65cb8f.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_04aa9d69.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_5aa9757e.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_f0f4a5f0.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_a78c6f11.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_93243509.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_e75b79c9.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_928c67a8.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_8d9caf96.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_c51c2f34.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_090fdd55.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_6717812a.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_60157383.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_e6d2029a.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_aafe7357.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_35a8046f.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_e97f78ab.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_8de891d8.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_d90a18ef.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_b68e6a70.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_53c6d75e.jpg
S04_DWELL_QUEUE,evt-0001,1,DWELL_THRESHOLD,package,11.240,0.78,evidence/evt-0001_2b28e376.jpg
S04_DWELL_QUEUE,evt-0002,2,DWELL_THRESHOLD,package,12.760,0.78,evidence/evt-0002_994e849f.jpg
S04_DWELL_QUEUE,evt-0003,3,DWELL_THRESHOLD,package,15.200,0.78,evidence/evt-0003_56810cdb.jpg
S04_DWELL_QUEUE,evt-0004,1,A_TO_B,package,18.160,0.78,evidence/evt-0004_d6e2fd83.jpg
S04_DWELL_QUEUE,evt-0005,2,A_TO_B,package,21.280,0.78,evidence/evt-0005_0857fe36.jpg
S04_DWELL_QUEUE,evt-0006,3,A_TO_B,package,24.360,0.78,evidence/evt-0006_c724563e.jpg
